Institution,Alt Course,RPI Course
NATIONAL AMERICAN UNIVERSITY-WELDON SPRING,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-WESTWOOD TEACH-OUT SITE,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-WICHITA,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-WICHITA WEST,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-ZONA ROSA,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NAVAL POSTGRADUATE SCHOOL,SE3011 ENGINEERING ECONOMICS AND COST ESTIMATION (3),ENGR 4760 ENGINEERING ECONOMICS (3)
NEW JERSEY INSTITUTE OF TECHNOLOGY,FED 101 FUNDAMENTALS OF ENGINEERING DESIGN (2),ENGR 2050 INTRODUCTION TO ENGINEERING DESIGN (4)
NEW JERSEY INSTITUTE OF TECHNOLOGY,IS 219 ADV WEBSITE DEVELOPMENT (3),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,CHEM 107 ENGINEERING CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,"CSCI 125 COMPUTER PROGRAMMING I (3)
CSCI 185 COMPUTER PROGRAMMING II (3)
CSCI 260 DATA STRUCTURES (3)","CSCI 1100 COMPUTER SCIENCE I (4)
CSCI 1200 DATA STRUCTURES (4)"
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,"CSCI 135 DIGITAL LOGIC DESIGN FUNDAMENTALS (3)
CSCI 155 COMPUTER ORGANIZATION AND ARCHITECTURE (3)",CSCI 2500 COMPUTER ORGANIZATION (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,"CSCI 235 ELEMENTS OF DISCRETE STRUCTURES (3)
CSCI 312 THEORY OF COMPUTATION (3)",CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,CSCI 270 PROBABILITY AND STATISTICS FOR COMPUTER (3),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,CSCI 318 PROGRAMMING LANGUAGE CONCEPTS (3),CSCI 2000 COMPUTER SCIENCE ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,CSCI 345 COMPUTER NETWORKS (3),CSCI 2000 COMPUTER SCIENCE ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,DATA 101 MAKING SENSE OF A DATA-ORIENTED SOCIETY (3),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,ETCS 105 CAREER DISCOVERY (2),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,"ETCS 108 COMPUTER, INTERNET AND SOCIETY (3)",STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,FCSP 105 FOUNDATIONS OF SPEECH COMMUNICATION (3),WRIT 2340 SPEECH COMMUNICATION (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,FCWR 101 WRITING I: FOUNDATIONS OF COLLEGE COMPOSITION (3),WRIT 1000 WRITING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,FCWR 101 WRITING I: FOUNDATIONS OF COLLEGE COMPOSITION (3),WRIT 1110 WRITING IN CONTEXT (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,FCWR 151 WRITING II: FOUNDATIONS OF RESEARCH WRITING (3),WRIT 2000 WRITING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,FCWR 304 COMMUNICATION FOR TECHNICAL PROFESSIONS (3),WRIT 4000 WRITING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,IENG 400 TECHNOLOGY AND GLOBAL ISSUES (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MATH 170 CALCULUS I (4),MATH 1010 CALCULUS I (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MATH 180 CALCULUS II (4),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MATH 310 LINEAR ALGEBRA (3),MATH 2012 MATRIX ALGEBRA (2)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MENG 105 ENGINEERING GRAPHICS (1),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MENG 211 ENGINEERING MECHANICS I (STATICS) (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MENG 212 ENGINEERING MECHANICS II (DYNAMICS) (3),ENGR 2090 ENGINEERING DYNAMICS (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MENG 221 STRENGTH OF MATERIALS (3),ENGR 2530 STRENGTH OF MATERIALS (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MENG 270 INSTRUMENTATION AND MEASUREMENT (1),ENGR 2000 ENGINEERING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,MENG 370 MACHINE DESIGN (3),MANE 4030 ELEMENTS OF MECHANICAL DESIGN (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,PHYS 170 GENERAL PHYSICS I (4),PHYS 1100 PHYSICS I (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,PHYS 180 GENERAL PHYSICS II (4),PHYS 1200 PHYSICS II (4)
NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS,SORC 401 SOURCE PROJECT (1),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,CHEM 107 ENGINEERING CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,"CSCI 125 COMPUTER PROGRAMMING I (3)
CSCI 185 COMPUTER PROGRAMMING II (3)
CSCI 260 DATA STRUCTURES (3)","CSCI 1100 COMPUTER SCIENCE I (4)
CSCI 1200 DATA STRUCTURES (4)"
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,"CSCI 135 DIGITAL LOGIC DESIGN FUNDAMENTALS (3)
CSCI 155 COMPUTER ORGANIZATION AND ARCHITECTURE (3)",CSCI 2500 COMPUTER ORGANIZATION (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,"CSCI 235 ELEMENTS OF DISCRETE STRUCTURES (3)
CSCI 312 THEORY OF COMPUTATION (3)",CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,CSCI 270 PROBABILITY AND STATISTICS FOR COMPUTER (3),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,CSCI 318 PROGRAMMING LANGUAGE CONCEPTS (3),CSCI 2000 COMPUTER SCIENCE ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,CSCI 345 COMPUTER NETWORKS (3),CSCI 2000 COMPUTER SCIENCE ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,DATA 101 MAKING SENSE OF A DATA-ORIENTED SOCIETY (3),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,ETCS 105 CAREER DISCOVERY (2),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,"ETCS 108 COMPUTER, INTERNET AND SOCIETY (3)",STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,FCSP 105 FOUNDATIONS OF SPEECH COMMUNICATION (3),WRIT 2340 SPEECH COMMUNICATION (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,FCWR 101 WRITING I: FOUNDATIONS OF COLLEGE COMPOSITION (3),WRIT 1000 WRITING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,FCWR 101 WRITING I: FOUNDATIONS OF COLLEGE COMPOSITION (3),WRIT 1110 WRITING IN CONTEXT (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,FCWR 151 WRITING II: FOUNDATIONS OF RESEARCH WRITING (3),WRIT 2000 WRITING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,FCWR 304 COMMUNICATION FOR TECHNICAL PROFESSIONS (3),WRIT 4000 WRITING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,IENG 400 TECHNOLOGY AND GLOBAL ISSUES (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MATH 170 CALCULUS I (4),MATH 1010 CALCULUS I (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MATH 180 CALCULUS II (4),NT NOT TRANSFERABLE
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MATH 310 LINEAR ALGEBRA (3),MATH 2012 MATRIX ALGEBRA (2)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MENG 105 ENGINEERING GRAPHICS (1),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MENG 211 ENGINEERING MECHANICS I (STATICS) (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MENG 212 ENGINEERING MECHANICS II (DYNAMICS) (3),ENGR 2090 ENGINEERING DYNAMICS (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MENG 221 STRENGTH OF MATERIALS (3),ENGR 2530 STRENGTH OF MATERIALS (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MENG 270 INSTRUMENTATION AND MEASUREMENT (1),ENGR 2000 ENGINEERING ELECTIVE ()
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,MENG 370 MACHINE DESIGN (3),MANE 4030 ELEMENTS OF MECHANICAL DESIGN (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,PHYS 170 GENERAL PHYSICS I (4),PHYS 1100 PHYSICS I (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,PHYS 180 GENERAL PHYSICS II (4),PHYS 1200 PHYSICS II (4)
NEW YORK INSTITUTE OF TECHNOLOGY-OLD WESTBURY,SORC 401 SOURCE PROJECT (1),NT NOT TRANSFERABLE
NEW YORK STATE COLLEGE OF CERAMICS AT ALFRED UNIVERSITY,ECON 201 PRINCIPLES OF MICROECONOMICS (4),ECON 1000 ECONOMICS ELECTIVE ()
NEW YORK STATE COLLEGE OF CERAMICS AT ALFRED UNIVERSITY,ENGR 102 COMPUTER AIDED DESIGN (2),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
NEW YORK STATE COLLEGE OF CERAMICS AT ALFRED UNIVERSITY,MATH 151 CALCULUS I (4),MATH 1010 CALCULUS I (4)
NEW YORK STATE COLLEGE OF CERAMICS AT ALFRED UNIVERSITY,MATH 271 DIFFERENTIAL EQUATIONS (3),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
NEW YORK STATE COLLEGE OF CERAMICS AT ALFRED UNIVERSITY,MECH 211 STATICS (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
NEW YORK STATE COLLEGE OF CERAMICS AT ALFRED UNIVERSITY,MECH 212 DYNAMICS (3),ENGR 2090 ENGINEERING DYNAMICS (4)
NEW YORK STATE COLLEGE OF CERAMICS AT ALFRED UNIVERSITY,MECH 324 FLUID MECHANICS I (3),MANE 2710 THERMODYNAMICS (3)
NEW YORK UNIVERSITY,EXPOS-UA 1 WRITING THE ESSAY (4),WRIT 1000 WRITING ELECTIVE ()
NEW YORK UNIVERSITY,PH-UY 1013 MECHANICS (3),ENGR 2090 ENGINEERING DYNAMICS (4)
NHTI-CONCORD'S COMMUNITY COLLEGE,IST120C PROGRAMMING ESSENTIALS IN PYTHON (3),CSCI 1100 COMPUTER SCIENCE I (4)
NHTI-CONCORD'S COMMUNITY COLLEGE,MATH 205C CALCULUS I (4),MATH 1010 CALCULUS I (4)
NHTI-CONCORD'S COMMUNITY COLLEGE,"MATH 206C CALCULUS II (4)
MATH 208C MULTIVARIABLE CALCULUS (4)
MATH 220C ELEMENTARY LINEAR ALGEBRA (4)","MATH 1020 CALCULUS II (4)
MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)"
NHTI-CONCORD'S COMMUNITY COLLEGE,MATH251C STATISTICS (4),MGMT 2100 STATISTICAL METHODS (4)
NIAGARA COUNTY COMMUNITY COLLEGE,ACC 116 FINANCIAL ACCOUNTING (3),MGMT 1000 MANAGEMENT ELECTIVE ()
NIAGARA COUNTY COMMUNITY COLLEGE,BUS 113 FUNDAMENTALS OF MARKETING (3),MGMT 1000 MANAGEMENT ELECTIVE ()
NIAGARA COUNTY COMMUNITY COLLEGE,CRJ 101 INTRODUCTION TO CRIMINAL JUSTICE (3),NT NOT TRANSFERABLE
NIAGARA COUNTY COMMUNITY COLLEGE,DRF 173 INTRODUCTION TO COMPUTER AIDED DRAFTING DESIGN (2),NT NOT TRANSFERABLE
NIAGARA COUNTY COMMUNITY COLLEGE,ECO 102 MICROECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
NIAGARA COUNTY COMMUNITY COLLEGE,ENG 101 WRITING I (3),WRIT 1000 WRITING ELECTIVE ()
NIAGARA COUNTY COMMUNITY COLLEGE,MAT 111 ADVANCED ALGEBRA & TRIGONOMETRY (4),NT NOT TRANSFERABLE
NIAGARA UNIVERSITY,SPA 103 INTERMEDIATE SPANISH I (3),LANG 2000 FOREIGN LANGUAGES ELECTIVE ()
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,ARS 257 TECHNOLOGY IN THE ARTS (3),ARTS 2000 ARTS ELECTIVE ()
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,BME 456 REHABILITATION ROBOTICS (3),BMED 4540 BIOMECHANICS II (4)
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,E 101 INTRODUCTION TO ENGINEERING & PROBLEM SOLVING (1),NT NOT TRANSFERABLE
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,E 102 ENGINEERING IN THE 21ST CENTURY (2),ENGR 1700 INTRODUCTION TO BETTER WORLD ENGINEERING (1)
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,"MA 242 CALCULUS III (4)
MA 405 INTRODUCTION TO LINEAR ALGEBRA (3)",MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,MA 242 CALCULUS III (4),MATH 2011 MULTIVARIABLE CALCULUS (2)
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,MA 341 APPLIED DIFFERENTIAL EQUATIONS I (3),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,MUS 200 UNDERSTANDING MUSIC: GLOBAL PERSPECTIVES (3),ARTS 2520 WORLD MUSIC (4)
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,PHI 347 NEUROSCIENCE AND PHILOSOPHY (3),PHIL 2000 PHILOSOPHY ELECTIVE ()
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,"PY 205 PHYSICS FOR ENGINEERS AND SCIENTISTS I (3)
PY 206 PHYSICS FOR ENGINEERS AND SCIENTISTS I LABORATORY (1)",PHYS 1100 PHYSICS I (4)
NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,"PY 208 PHYSICS FOR ENGINEERS AND SCIENTISTS II (3)
PY 209 PHYSICS FOR ENGINEERS AND SCIENTISTS II LABORATORY (1)",PHYS 1200 PHYSICS II (4)
NORTH COUNTRY COMMUNITY COLLEGE,ART 107 ART HISTORY SURVEY II: RENAISSANCE TO POST-MODERN (3),ARTS 1000 ARTS ELECTIVE ()
NORTH COUNTRY COMMUNITY COLLEGE,CHE 101 GENERAL CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
NORTH COUNTRY COMMUNITY COLLEGE,ENG 101 ENGLISH COMPOSITION I (3),WRIT 1000 WRITING ELECTIVE ()
NORTH COUNTRY COMMUNITY COLLEGE,ENG 102 ENGLISH COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
NORTH COUNTRY COMMUNITY COLLEGE,HIS 104 WORLD HISTORY II (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NORTH COUNTRY COMMUNITY COLLEGE,MAT 132 PRECALCULUS (4),NT NOT TRANSFERABLE
NORTH COUNTRY COMMUNITY COLLEGE,MAT 240 CALCULUS I (4),MATH 1010 CALCULUS I (4)
NORTH IDAHO COLLEGE,CS-150 COMPUTER SCIENCE I (4),CSCI 1100 COMPUTER SCIENCE I (4)
NORTH SEATTLE COLLEGE,ECON& 202 MACRO ECONOMICS (5),ECON 1000 ECONOMICS ELECTIVE ()
NORTH SEATTLE COLLEGE,EET 201 ENERGY GENERATION AND CONVERSION (5),ENGR 1000 ENGINEERING ELECTIVE ()
NORTH SEATTLE COLLEGE,ENGR& 215 DYNAMICS (5),ENGR 2090 ENGINEERING DYNAMICS (4)
NORTH SEATTLE COLLEGE,ENGR& 224 THERMODYNAMICS (5),MANE 2710 THERMODYNAMICS (3)
NORTH SEATTLE COLLEGE,PHYS& 221 ENGINEERING PHYSICS I (5),PHYS 1100 PHYSICS I (4)
NORTH SEATTLE COLLEGE,PHYS& 222 ENGINEERING PHYSICS II (5),PHYS 1200 PHYSICS II (4)
NORTH SHORE COMMUNITY COLLEGE,BIO101 BIOLOGY 1: THE BASICS OF LIFE (4),BIOL 1000 BIOLOGY ELECTIVE ()
NORTH SHORE COMMUNITY COLLEGE,MAT241 DISCRETE STRUCTURES (4),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
NORTH SHORE COMMUNITY COLLEGE,MAT251 CALCULUS 1 (4),MATH 1010 CALCULUS I (4)
NORTH SHORE COMMUNITY COLLEGE,PHY201 PHYSICS 1: MECHANICS (4),PHYS 1100 PHYSICS I (4)
NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE,ARTA 170 COMPUTER GRAPHICS (4),COMM 2660 INTRODUCTION TO GRAPHIC DESIGN (4)
NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE,CMTH 225G SCRIPTWRITING (3),COMM 2000 COMMUNICATION ELECTIVE ()
NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE-MONROE,ARTA 170 COMPUTER GRAPHICS (4),COMM 2660 INTRODUCTION TO GRAPHIC DESIGN (4)
NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE-MONROE,CMTH 225G SCRIPTWRITING (3),COMM 2000 COMMUNICATION ELECTIVE ()
NORTHEAST IOWA COMMUNITY COLLEGE CALMAR-PEOSTA,"PHS 142 PRINCIPLES OF ASTRONOMY (3)
PHS 143 PRINCIPLES OF ASTRONOMY LAB (1)",ASTR 1000 ASTRONOMY ELECTIVE ()
NORTHEASTERN UNIVERSITY,ENGW 1111 FIRST-YEAR WRITING (4),WRIT 1000 WRITING ELECTIVE ()
NORTHEASTERN UNIVERSITY,PHLS 1145 TECHNOLOGY AND HUMAN VALUES (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NORTHEASTERN UNIVERSITY LIFELONG LEARNING NETWORK,ENGW 1111 FIRST-YEAR WRITING (4),WRIT 1000 WRITING ELECTIVE ()
NORTHEASTERN UNIVERSITY LIFELONG LEARNING NETWORK,PHLS 1145 TECHNOLOGY AND HUMAN VALUES (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NORTHEASTERN UNIVERSITY OAKLAND,ENGW 1111 FIRST-YEAR WRITING (4),WRIT 1000 WRITING ELECTIVE ()
NORTHEASTERN UNIVERSITY OAKLAND,PHLS 1145 TECHNOLOGY AND HUMAN VALUES (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NORTHERN ARIZONA UNIVERSITY,ECO 284 PRINCIPLES OF ECONOMICS: MICRO ( 03),ECON 1000 ECONOMICS ELECTIVE ()
NORTHERN ARIZONA UNIVERSITY,ECO 285 PRINCIPLES OF ECONOMICS: MACRO ( 03),ECON 1000 ECONOMICS ELECTIVE ()
NORTHERN ESSEX COMMUNITY COLLEGE,BIO103 HUMAN NUTRITION & HEALTH (3),NT NOT TRANSFERABLE
NORTHERN ESSEX COMMUNITY COLLEGE,BUS101 INTRODUCTION TO BUSINESS (3),MGMT 1100 MANAGEMENT IN THE DIGITAL AGE (4)
NORTHERN ESSEX COMMUNITY COLLEGE,CHM121 GENERAL CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
NORTHERN ESSEX COMMUNITY COLLEGE,COM111 PUBLIC SPEAKING (3),COMM 1000 COMMUNICATION ELECTIVE ()
NORTHERN ESSEX COMMUNITY COLLEGE,"ECO201 MICRO ECONOMICS (3)
ECO202 MACRO ECONOMICS (3)","ECON 1000 ECONOMICS ELECTIVE ()
ECON 1200 INTRODUCTORY ECONOMICS (4)"
NORTHERN ESSEX COMMUNITY COLLEGE,ENG101 ENGLISH COMPOSITION I (3),WRIT 1000 WRITING ELECTIVE ()
NORTHERN ESSEX COMMUNITY COLLEGE,ENG102 ENGLISH COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
NORTHERN ESSEX COMMUNITY COLLEGE,ENG103 TECHNICAL WRITING (3),WRIT 1000 WRITING ELECTIVE ()
NORTHERN ESSEX COMMUNITY COLLEGE,EST104 ENGINEERING ESSENTIALS AND DESIGN (3),ENGR 1000 ENGINEERING ELECTIVE ()
NORTHERN ESSEX COMMUNITY COLLEGE,"EST111 COMPUTER AIDED DRAFTING I (3)
EST112 COMPUTER AIDED DRAFTING II (3)","ENGR 1000 ENGINEERING ELECTIVE ()
ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)"
NORTHERN ESSEX COMMUNITY COLLEGE,EST211 ENGINEERING MECHANICS I - STATICS (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
NORTHERN ESSEX COMMUNITY COLLEGE,EST212 ENGINEERING MECHANICS II - DYNAMICS (3),ENGR 2090 ENGINEERING DYNAMICS (4)
NORTHERN ESSEX COMMUNITY COLLEGE,EST213 STRENGTH OF MATERIALS (3),ENGR 2530 STRENGTH OF MATERIALS (4)
NORTHERN ESSEX COMMUNITY COLLEGE,EST231 ENGINEERING CIRCUIT ANALYSIS I (5),ECSE 2010 ELECTRIC CIRCUITS (4)
NORTHERN ESSEX COMMUNITY COLLEGE,MAT251 CALCULUS I (4),MATH 1010 CALCULUS I (4)
NORTHERN ESSEX COMMUNITY COLLEGE,MAT254 DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
NORTHERN ESSEX COMMUNITY COLLEGE,MGT201 PRINCIPLES OF MANAGEMENT (3),MGMT 2000 MANAGEMENT ELECTIVE ()
NORTHERN ESSEX COMMUNITY COLLEGE,PHS131 ENGINEERING PHYSICS I (4),PHYS 1100 PHYSICS I (4)
NORTHERN ESSEX COMMUNITY COLLEGE,PHS132 ENGINEERING PHYSICS II (4),PHYS 1200 PHYSICS II (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,"BIO 101 GENERAL BIOLOGY I (4)
BIO 102 GENERAL BIOLOGY II (4)","BIOL 1000 BIOLOGY ELECTIVE ()
BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
NORTHERN VIRGINIA COMMUNITY COLLEGE,CAD 201 COMPUTER AIDED DRAFTING AND DESIGN I (4),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
NORTHERN VIRGINIA COMMUNITY COLLEGE,CHM 111 GENERAL CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,CHM 112 GENERAL CHEMISTRY II (4),CHEM 1200 CHEMISTRY II (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,CSC 201 COMPUTER SCIENCE I (4),CSCI 1100 COMPUTER SCIENCE I (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,"CSC 202 COMPUTER SCIENCE II (4)
ITP 120 JAVA PROGRAMMING I (4)",CSCI 1200 DATA STRUCTURES (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,CSC 205 COMPUTER ORGANIZATION (3),CSCI 2000 COMPUTER SCIENCE ELECTIVE ()
NORTHERN VIRGINIA COMMUNITY COLLEGE,ECO 202 PRINCIPLES OF MICROECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
NORTHERN VIRGINIA COMMUNITY COLLEGE,EGR 120 INTRODUCTION TO ENGINEERING (2),ENGR 1000 ENGINEERING ELECTIVE ()
NORTHERN VIRGINIA COMMUNITY COLLEGE,EGR 121 FOUNDATIONS OF ENGINEERING (2),ENGR 1000 ENGINEERING ELECTIVE ()
NORTHERN VIRGINIA COMMUNITY COLLEGE,EGR 122 ENGINEERING DESIGN (3),ENGR 2050 INTRODUCTION TO ENGINEERING DESIGN (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,EGR 125 INTRODUCTION TO COMPUTER PROGRAMMING FOR ENGINEERS (4),ENGR 1000 ENGINEERING ELECTIVE ()
NORTHERN VIRGINIA COMMUNITY COLLEGE,EGR 240 SOLID MECHANICS (STATICS) (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,HIS 121 UNITED STATES HISTORY TO 1877 (3),STSO 2500 AMERICAN HISTORY (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,ITP 150 PYTHON PROGRAMMING (4),CSCI 1100 COMPUTER SCIENCE I (4)
NORTHERN VIRGINIA COMMUNITY COLLEGE,MTH 161 PRECALCULUS I (3),NT NOT TRANSFERABLE
NORTHERN VIRGINIA COMMUNITY COLLEGE,MTH 162 PRECALCULUS II (3),NT NOT TRANSFERABLE
